Page,Line,Word,Information,media,Bookmarks
26,9,العباس بن عبد المطلب,"العَبَّاس (٥١ ق هـ - ٣٢ هـ = ٥٧٣ - ٦٥٣ م)
العباس بن عبد المطلب بن هاشم بن عبد مناف، ابو الفضل: من اكابر قريش في الجاهلية والاسلام، … قال رسول الله صلّى الله عليه وسلم في وصفه: اجود قريش كفا واوصلها، هذا بقية ابائي، وهو عمه، وكان محسنا لقومه، سديد الرأي، واسع العقل، مولعا باعتاق العبيد، كارها للرق، اشترى ٧٠ عبدا واعتقهم، وكانت له سقاية الحاج وعمارة المسجد الحرام (وهي ان لا يدع احد يسب احد في المسجد ولا يقول فيه هجرا) اسلم قبل الهجرة وكتم اسلامه، واقام بمكة يكتب الى رسول الله صلّى الله عليه وسلم اخبار المشركين، ثم هاجر الى المدينة، وشهد وقعة (حنين) فكان ممن ثبت حين انهزم الناس، وشهد فتح مكة، وعمي في اخر عمره… واحصي ولده في سنة ٢٠٠ هـ فبلغوا ٣٣٠٠٠ وكانت وفاته في المدينة عن عشرة اولاد ذكور سوى الاناث، وله في كتب الحديث ٣٥ حديثا. 
(اعلام للزركلي، ج/3)صـ262",,
26,17,لاضطربتم في اديانكم اضطراب الارشية في الطوي البعيد,,,
27,1,السري بن عبد الله,,,
27,1,عمران بن حصين,"عمران بن حصين بن عبيد الخزاعي: (ت: 52هـ) 
عمران بن حصين بن عبيد بن خلف، القدوة الامام، صاحب رسول الله ﷺ ، ابو نجيد الخزاعي، اسلم هو وابوه وابو هريرة في وقت، سنة سبع، وله عدة احاديث، وولي قضاء البصرة، … قال زرارة: رأيت عمران بن حصين يلبس الخز، وقد غزا عمران مع النبي غير مرة، وكان ينزل ببلاد قومه ويتردد الى المدينة، توفي عمران سنة اثنتين وخمسين. 
(سير اعلام النبلاء، صـ 2935)",,
27,1,بريدة,"بُرَيْدَةُ بن الحصيب: ابن عبد الله بن الحارث بن الاعرج بن سعد . ابو عبد الله - وقيل : ابو سهل ، وابو ساسان ، وابو الحصيب - الاسلمي، قيل : انه اسلم عام الهجرة ، اذ مر به النبي ﷺ مهاجراً . وشهد غزوة خيبر ، والفتح ، وكان معه اللواء، واستعمله النبي ﷺ على صدقة قومه، وكان يحمل لواء الامير اسامة حين غزا ارض البلقاء، اثر وفاة رسول الله ﷺ. له جملة احاديث ، نزل مرو ، ونشر العلم بها ، حدث عنه ابناه : سليمان ، وعبد الله ، وابو نضرة العبدي ، وعبد الله ابن مولة ، والشعبي ، وابو المليح الهذلي . وطائفة، وسكن البصرة مدة… وقال ابن سعد، وابو عبيد: مات بريدة سنة ثلاث وستين، وقال اخر: توفي سنة اثنتين وستين، وهذا اقوى، روي لبريدة نحو من مائة وخمسين حديثا.
(سير اعلام النبلاء، ج/2، مؤسسة الرسالة) صـ469",,
28,16,وليتكم ولست بخيركم,ينظر اختلاف اصول المذاهب,,
29,8,فدكا,"قال الداعي الاجل الفاطمي سيدنا محمد برهان الدين رض في الرسالة الشريفة ""ذات النور"": 
( فصل ) فلنذكر الاٰن ما نال فاطمة البتول التي لم تزل لرضى بعلها ومولاها ابدا طالبة * من امة ظالمة اصبحت لضرع الفتنة بعد نبيها حالبة * تعسا لها اذ عدت وغدت لفدك الزهراء البتول ولفلك كفوها وصي الرسول ظلما وعدوانا غاصبة * فلا غرو ان تكون وجوهها يوم الحشر من وجوه خاشعة عاملة ناصبة *... 
وقال في هذا الامر الداعي الاجل سيدنا القاضي النعمان بن محمد رضوان الله عليه الذي كان داعي الدعاة۞ وقاضي القضاة۞ ما اجله من داع للائمة الاطهار وما اعدله من قاض۞ هو لجميع اوقاته في خدمة مواليه الطاهرين قاض۞ 
وكان من اول شيء قد حكم ۞ به من الجور الذي فيه ظلم
بان ازال فدكا من فاطمة ۞ بنت رسول الله وهي حاكمة (الابيات) 
انظر: الرسالة الشريفة ""ذات النور"" (1388هـ)، من صـ284
***
فاطمة كئي فدك واسطسس نتهي ثثدهارا، فدك ني سوطط ككنتي، اهوي سو فدك هوئي تو اْثثي دسس، فاطمة تو امير المؤمنين نا مقام واسطسس ثثدهارا، يھ تقرير واسطسس ثثدهارا تها، فدك واسطسس نظظيطط. 
(7 محرم الحرام، 1419هـ)
***
فَدَكُ: بالتحريك، واخره كاف، قال ابن دريد: فدّكت القطن تفديكا اذا نفشته، وفدك: قرية بالحجاز بينها وبين المدينة يومان، وقيل ثلاثة، افاءها الله على رسوله، صلّى الله عليه وسلّم، في سنة سبع صلحا، وذلك ان النبي، صلّى الله عليه وسلّم، لما نزل خيبر وفتح حصونها ولم يبق الا ثلث واشتد بهم الحصار راسلوا رسول الله، صلّى الله عليه وسلّم، يسألونه ان ينزلهم على الجلاء وفعل، وبلغ ذلك اهل فدك فارسلوا الى رسول الله، صلّى الله عليه وسلّم، ان يصالحهم على النصف من ثمارهم واموالهم فاجابهم الى ذلك، فهي مما لم يوجف عليه بخيل ولا ركاب فكانت خالصة لرسول الله، صلى الله عليه وسلم، وفيها عين فوّارة ونخيل كثيرة، وهي التي قالت فاطمة، رضي الله عنها: ان رسول الله، صلى الله عليه وسلم، نحلنيها. 
(معجم البلدان، ج/4، صـ238)",,
29,12,ام ايمن زوج النبي,"‌ام ‌ايمن واسمها بركة مولاة رسول الله وحاضنته، قال: وكان رسول الله صلى الله عليه وسلم ورثها من ابيه وخمسة اجمال اوارك وقطعة غنم فاعتق رسول الله صلى الله عليه وسلم ‌ام ‌ايمن حين تزوج خديجة بنت خويلد فتزوج عبيد بن زيد من بني الحارث بن الخزرج ‌ام ‌ايمن فولدت له ايمن. صحب النبي صلى الله عليه وسلم وقتل يوم حنين شهيدا. وكان زيد بن حارثة بن شراحيل الكلبي مولى خديجة بنت خويلد فوهبته لرسول الله فاعتقه وزوجه ‌ام ‌ايمن بعد النبوة فولدت له اسامة بن زيد، كان رسول الله صلى الله عليه وسلم يقول لام ايمن: يا امه، وكان اذا نظر اليها قال: هذه بقية اهل بيتي.
(الطبقات الكبرى، لمحمد بن سعد الهاشمي، ت: محمد عبد القادر عطا، ج/8، دار الكتب العلمية- بيروت، 1418هـ) صـ179",,
29,15,وات ذا القربى حقه,"واخرج ابن مزدويه عن ابن عباس قال: لما نزلت (وات ذا القربى حقه) اقطع رسول الله صلى الله عليه وسلم فاطمة فدك. 
(الدر المنثور في التفسير بالمأثور، لجلال الدين السيوطي، ج/9، صـ321)",,
30,1,الانبياء لا يورثون,,,
30,1,عائشة,"(٩ ق هـ - ٥٨ هـ = ٦١٣ - ٦٧٨ م)
عائشة بنت ابي بكر عبد الله بن عثمان…كانت تكنى بام عبد الله، تزوجها النبي صلى الله عليه وسلم في السنة الثانية بعد الهجرة… ولها خطب ومواقف، وما كان يحدث لها امر الا انشدت فيه شعرا… وكانت ممن نقم على (عثمان) عمله في حياته، ثم غضبت له بعد مقتله، فكان لها في هودجها، بوقعة الجمل، موقفها المعروف، وتوفيت في المدينة، روي عنها ٢٢١٠ احاديث. 
(الاعلام لخير الدين الزركلي، ج/3، دار العلم للملايين، بيروت- 2002، صـ240)",,
30,4,زكريا,"زكرياء من بني ابيا بن باكر بن بنيامين من كهنة اليهود، جاءته النبوءة في كبره وهو ثاني من اسمه زكرياء من انبياء بني اسرائيل، وكان متزوجا امرأة من ذرية هارون اسمها (اليصابات) وكانت امرأته نسيبة مريم كما في انجيل لوقا قيل: كانت اختها. والصحيح انها كانت خالتها، او من قرابة امها، ولما ولدت مريم كان ابوها قد مات فتنازع كفالتها جماعة من احبار بني اسرائيل حرصا على كفالة بنت حبرهم الكبير، واقترعوا على ذلك… فطارت القرعة لزكرياء، والظاهر ان جعل كفالتها للاحبار لانها محررة لخدمة المسجد، فيلزم ان تربى تربية صالحة لذلك.
(التحرير والتنوير، ابن عاشور) 
***
ZAKARIYYĀ’, also Zakariyyā, the father of John the Baptist, reckoned in the Kur’ān (VI, 85) along with John, Jesus, and Elias as among the righteous. The name most likely entered Arabic via its Syriac rendering. The Kur’ān gives the substance of Luke i. 5-25, as follows: Zakariyyā’ guards the Virgin Mary [see MARYAM, at Vol. VI, 630] in the niche (miḥrāb) and always finds fresh fruits there. He prays to God; angels announce to him that a son will be born to him, Yahyā, a name not previously given to anyone, a pious man, a prophet, Jacob’s heir, pleasing to God. Zakariyyā’ thinks he is too old. As a sign, he is struck dumb for three days (Kur’ān, III, 37-41, XXI, 1-11, XXI, 89-90).
(B.Heller(A.Rippin), EOI, Volume XI, Pg. 405)",,
